,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,restaurants_sentiscore,restaurants_total_business_score
7760,0,0,EVCGROuBkRWBIuCzFrIgyw,choose place rest your life pick fork stab your into this restaurant because damn angels time favorite restaurants would boycott destruction would stand front tank rolling this restaurant would sacrifice first child food gods live this restaurant love burgers here love beer here love pizza homemade poptart desserts guessed here beers plethora beers listed chalk behind which showcases simple taps running from almost other side selection this world even cider drinkers like myself find something have joke dreams about pretzels cheese only that favorite thing world angels does better than anyone great share freakin fantastic living that cheese life bruh have tons stuff this menu cannot discuss them buuuuuuuuuut burger worth they everything from buns condiments just right when these burgers mess mean best like kate upton burgers kind sexy full figured meat treat pizza because read youd know freakin love meat this crunchy pizza crust perfect meat cheese ratio super easy heat next when better believe bringing home leftovers tomorrow know whats girls gotta youre looking night with beers kick cuisine this gastropub your stop beer bottle lights high tables along north side restaurant perfect large groups party there took three long high tables inside that connect three long high tables outside they were separated wall that completely opened upper half wall with sliding windows food life then angels where should living there wait thats because everyone else knows that this restaurant bees knees suck wait with drink until realize should vacancy there also their fish taco game point their fries could stop wars just sayin simple things,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,5,42228.71942129629,ftcxn4goY3keDzMnNfQaHA,0,0.25619179600886915,0.5435627177700346,-0.003205128205128205,0.00641025641025641
7780,0,0,CgOoh4iZsSvWpBvhW02P1w,start with things enjoyed here came lunch around outside back pretty furnishings complement beautifully green well maintained golf course appetizer chose artichoke different from typical seen other restaurants unique flavor really tasty some things didnt enjoy much other people have said wait abnormally long sure there reasons maybe food made from scratch each time took appetizer come also when that came remind waiter take order very nice about explain wait side note there were most other customers here afterward waited about main meal ordered lasagna price disappointed flavor fish sandwiches were alright well ones tasted little fishy preference final item islander pizza like hawaiian pizza definitely with nice flavor upgrade tldr pros cons from experience view ambiance really nice servers were friendly food either solid miss depending your expectations wait time food long even lunchtime lack customers,dSnQTUJC0tCHadU1AGzvrw,dSnQTUJC0tCHadU1AGzvrw,3,42536.8371875,ffhNT7WvTXuiuDCuuPPt2g,0,0.12842592592592594,0.5498971193415638,0.0,0.0
7829,0,0,Fa0G439ywBKelYJ8JsMiLg,from chicago always weary restaurants labeling themselves chicago style since rarely measures what expect that being said oreganos solid place with good service consistently delicious food either bollo pasta eggplant parm either tasty reasonably priced choices especially unlimited bollo pasta their thin crust pizza really good save room dessert because pizza cookie absolute favorite thing here bonus they combine flavors half half option,_ZwDLtBopUHb6F2mIPFUJg,_ZwDLtBopUHb6F2mIPFUJg,4,43113.99387731482,q7Hu-o_OqNOnQ3bPOmeg9w,0,0.23888888888888893,0.6569444444444446,-0.003205128205128205,0.006410256410256411
7832,0,1,N1NGehN7RdbTpJ3GxZ7mog,employees volunteers patients here monday through friday sometimes breakfast lunch they deviate from typical stereotypical hospital food they serve high quality food fraction price what would restaurants employees also discounts they have three different cafeterias phoenix campus hospital clinic building patients clinic building staff typical they serve several sauteed dishes salad pizza deli pastries meals macronutrients calories posted people track there also baristas make starbucks coffee they also have farmer markets groceries available refrigerator cafeteria staff always have positive vibe makes highlight,DE37j9FjAfysF5q7jQ507Q,DE37j9FjAfysF5q7jQ507Q,5,42896.84373842592,mQZJfkhi7iUT5jNjxfIM_Q,0,-0.005757575757575743,0.5106818181818182,0.0,0.0
7833,0,3,BPOXhryiMyQMcfA02oXn3g,racism america went their pizza read article about this restaurant seemed pretty busy thinking good sign right busy great food well walked approached hostess said table please seemed browse selection seating same time table open back thought awesome open table nope surprise hostess turns states going wait unless would like outside well degrees outside thats option pretty crowded looked husband nodded said thats okay thank there were other restaurants plaza went check them there waiting that also means food very good said husband maybe should just wait time pizza cause good theres wait versus restaurants that virtual ghost towns wander back into pizzeria there couple that walked right before literally been minutes that passed thought great wait longer loss fault walk inside stand behind couple place names back list very surprised when hostess grabbed menus proceeds lead them very same table open merely minutes before this time completely confused would have been seated table hostess turns walks back hostess podium look though just been caught doing something naughty dismiss weird look said back said okay wont long probably minutes said okay will wait there table that needed cleared thought surely will seated momentarily husband wait outside there little space entrance woman pushing wheelchair older gentlemen walk entrance open door them pleasantries exchanged turn back husband tells cannot believe that just happened just said lets wait moment theres table opening would like give restaurant benefit doubt this type racism cant still blatantly litter community would like seated before party that just arrived husband just nods head watch wonder hostess picks menus them table that opened probably hard guess this point that either husband minorities husband black amerasian couple caucasian were party three needless husband left will grace presence this establishments doorstep again shame allowing such practice your place business time your ancestors were minority must have forgotten that part americass noble history,pjpUOlJLlkIxBZ5BquA2PA,pjpUOlJLlkIxBZ5BquA2PA,1,42967.184745370374,p528Bn-r681W8QEF3YWcKg,0,0.11056795634920631,0.4846073082010581,0.0,0.00641025641025641
7867,0,0,Xb_k03oLylBSfzi6xaoNRg,this place become that spot partner they have hosted many first dates well other special occasions over years definitely favorite restaurants phoenix drink white sangria margarita pizza will disappointed,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,5,41717.240625,mz-tqIBJd7Q8y-eCpN-wfQ,0,0.10459183673469388,0.5042517006802721,0.003205128205128205,0.025641025641025637
7895,0,0,kvKiA2_Hi_MrkK-f9YAVCg,been several life restaurants this favorite hummus perfect pita bread cooked just right they have consistently good pitas daughter pita pizza finished friendly staff well,gMN6VKmu4E1EmlMYzz9A3w,gMN6VKmu4E1EmlMYzz9A3w,5,43113.89398148148,S1eVyV_-J8hboLkE2irUdw,0,0.4767857142857143,0.6059523809523809,0.003205128205128205,0.003205128205128205
7921,0,5,xg6HLwpr_nZaqM_m7Vc6vg,every time people from outside phoenix pictures post angels dinners only served tuesday nights they astounded that that much food only costs visiting friend said practically free least killer bargain little like christmas morning when look facebook what chef brian will serving dinner past entrees have included fried chicken meatloaf sandwich pulled pork sandwich chicken skewers they always come with sides thank theres only enough fill those little tray compartments dessert would already angels without creative dinner nights even though dont drink atmosphere here lively pretentious always people watch used think dominated hipsters white collar office workers showing bowtie jacket look like possibly professor very rare that encounter someone crazy boozy also patio treat they turn misters summer they have board there well with whats comfort food regular menu amazing well pizza sandwiches have have least once nutter peanut butter sourdough with raspberry chipotle marshmallow fluff extra peppered bacon they also have fried spud tacos with sweet potatoes little spicy otherwise delicious only beef should pork earth would serve spam sliders tried opening night could barely make through half worth skyrocketing sodium levels desserts pizza with marshmallow pretzels chocolate housemade poptarts could inhale definite treat worth getting this become spots visitors feel like deserve treat week best gastropub restaurants happen phoenix,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,4,41648.24943287037,FcVQPI-ulgIXJcl5580YeA,4,0.038553921568627456,0.5556938159879339,0.003205128205128205,0.00641025641025641
7941,0,2,n_m_FvQfwUsbfqk60IhswA,recently liked interior really likely fact that they owners were pitching checking with patrons wine selection very good liked food menu overall feel they need arrive what they want this where feel there needs improvement really wanted have sliders dont like sliders onion buns like onions much next person bread intergal part meal mortons serves onion bread really like they dont serve onion bread steak ended ordering pizza salad both which were good music marginal early understand that dinner probably dont want need halen would again fact that owners invested restaurants success impresses wine selection very good food good menu needs some work croque monsieur would interesting know many times this ordered dinner lunch sure dinner based owners efforts food execution going give formally could score that thought waiter somewhat smug opposed genuinely nice this should improved will again,C1zlvNlxlGZB8g0162QslQ,C1zlvNlxlGZB8g0162QslQ,4,40981.12637731482,ZpkPAjF1Py_oM6PafEwJAQ,0,0.4305882352941176,0.52640522875817,0.00641025641025641,0.01282051282051282
7954,10,13,XDwpWd5b3MCQezxSSR06Iw,rarely ever write reviews however this pretty shocking actually found this review trying find number amys that order dinner shocked what read live within walking distance amys only tried first time with friend couple months when walking past occasionally while walking pooch always appeared fairly empty which typically sign restaurant despite seemingly frightening availability seats friend decided give amys chance were pleasantly surprised food service were great fact pizza some best since moving here that saying from chicago relocated area from brooklyn where lived years means expert fair share delicious pizza thought that gentleman served very polite accommodating rushed order knowing that were attempting grab dinner before movie came again pizza month later remembered apologized advance delay because short staffed attending fairly large party still able pizza without issues even offered free appetizer wait although wait that long service experience clearly been different also never tried going there dinner didnt even know there were restaurants chain least scottsdale opened that late night week items menu caramelized onion pizza favorite item crostinis they offered with couple different toppings appetizer french fries monte cristo martini with pomegranate juice cant think single complaint dishes that tried will that well scottsdale fairly shocked when people whine about prices across street dickies spend worlds worse think reasonably sized pizza really isnt that even pita jungle youll hard pressed spend less than pita side item whereas most greek dives chicago good gyros with hand fries about also acknowledge that owners response criticism unprofessional understand that criticism even when constructive hard take become part business customers longer just home unsatisfied they home blog about their unsatisfactory experience short will still head amys enjoy pizza dinner while most likely walking shells avoid making anyone angry recommend giving place shot very least pizza with caramelized onions prosciutto figs forming opinion your despite reviews might pleasantly surprised,DN0b4Un8--Uf6SEWLeh0UA,DN0b4Un8--Uf6SEWLeh0UA,5,40730.998935185184,QygKt3so1FBlt9cozCb4-g,6,0.05044223750106104,0.5466573295985063,0.0,0.009615384615384616
7978,0,0,Ac28HT9Q3YqhQPdqzDtZRA,this place very tiny pretentious junky people friendly ordered very pizza sure what called served wood plank ingredients were fresh flavors were good have better pizza before still applaud eating food that actually tastes like real food restaurants days several people other tables were ordering italian dishes that looked smelled amazing would love come back some those,VRC7J-ahI4em9ddhihxq5w,VRC7J-ahI4em9ddhihxq5w,3,41112.89487268519,CXLJPkPhqMUysBA9TiPPHw,1,0.215625,0.43211805555555555,0.003205128205128205,0.00641025641025641
8005,0,1,3EHL-xMQCayVUrTpDNb4zg,moved scottsdale weeks ordered delivery from this place practically every other weeks always tipped cheese dogs pizza puffs salad great staff itself doesnt respect delivery driver late minutes because issues completely understood things like that happen when delivery driver came shook hand tipped receipt walked back inside phone told next order house because food arrived late first thought great come next call somewhere between noon redeem offer given order identical made previous instead getting calzone again which unsatisfactory asked wings since have never tried them from chizonas cashier said they were wings then talked about what alternatives there were decided chicken fingers careful exceed dollar amount previous order cashier said thank your order will there minutes order arrived chicken fingers were missing thought maybe driver forgot them since there delivery receipt order quickly called chizonas asked them call delivery driver since couldnt have gone away another cashier than made order with picked phone this time looked over receipt said there were chicken fingers receipt instead cashier taking initiative saying were sending sorry asked wanted driver them come back quite clear this intentional previous cashier didnt want give valuable food free neither wings chicken fingers politely answered thank cashier hung after that done make good experience them this like being spit told owner first orders have been many many pizza restaurants italian eateries things like this separate average places from great ones will from here again ever,6zincCvQTb9BsuK-GHZ4cw,6zincCvQTb9BsuK-GHZ4cw,1,40950.754907407405,kPQfYAWV0eSXOIZXCj7cHQ,0,0.030913978494623656,0.48145161290322575,0.0,0.0
8022,1,0,XUg3PZLldehizdoXd1DDmg,love this restaurant above statement comes easily without sort hesitation their pizzas phenomenal appetizers great wait staff very helpful ambiance great after looking budget noticed that only expense last months restaurants category seriously there order artichoke appetizer iced margarita pizza gelato finish amazing,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,5,40982.96611111111,AlYZFOW_Xqi0qXelUrrHVw,0,0.3181818181818182,0.5878787878787879,0.0,0.025641025641025637
8057,0,2,4ZYv3nnNlA6wYo-24HcHzw,again told restaurant hard make pizza cheese rest something else hospitality establishment tell guess when ones that there bills have been chef opened many restaurants never told guest currently chef asian restaurant have made shrimp scampi guest because they asked could making guest happy what this business about that should even said guest unless dont have ingredients your extremely busy then understanding something simple really cant just wont well guess coming here again,v2tjswIV3e0c8o7_7MwYmg,v2tjswIV3e0c8o7_7MwYmg,1,41962.12097222222,ZWAYGbfN8RYxkoC0R_l6ag,0,0.16354166666666667,0.41235119047619045,0.0,-0.003205128205128205
8085,0,2,8ElhApDoWsfHzGnaGNEdqw,food restaurant ambiance service three decent usually makes good night thought safe taking wife here birthday after seeing good reviews cool pictures restaurant unfortunately that case dont wrong restaurant looks cool pictures definitely sets right vibe special occasion everything else failed when first arrived walked near where appears there host stand host there restaurant pretty empty wednesday night after minute standing awkwardly bartenders asked they could help with anything something that effect then they said seat ourselves wherever fair enough down were greeted fairly quickly wanted something drink fair drinks were decent wife drink that tasted like orange cream hard candy quite good drink called letter friend something like that okay didnt think either drink really worth drink spent them vegetarian pizza which cheapest items menu believe french fries wasnt really pizza however more like tostada with white bean spread arugala believe okay bean spread flavor pretty much over powers everything else nothing ever order again wife salmon which believe range said very bland ended eating majority fries food worst part about experience definitely service waiter kept saying would make sure water took forever other lady finally bring some deal just little annoying more annoying part happened when wanted bill could leave another restaurant that serves cheaper drinks server nowhere found finally about hour waiting later shows with upside down cake hand wifes birthday definitely nice gesture while mainly whipped cream still tasted good however felt about asking check right away stupidly didnt bring that wanted check wait about another half hour before finally again think done trying find good higher restaurants willing plate food least decent good service should easiest thing restaurants figure,o9K4XEDK16T7LDYrKgstxA,o9K4XEDK16T7LDYrKgstxA,2,43209.89096064815,mZLYj5gIBHBVLr3aRVE-qQ,0,0.10209613415258581,0.5799923195084485,0.003205128205128205,0.003205128205128205
8153,1,2,UozHLuv8bzfp3jBGmXR1sQ,love oreganos probably better things that that location good next probably been oreganos upwards thirty times experience lines outside their restaurants should solid indicator their quality good pizza hard find here phoenix tried many other than rosatis really been very impressed maybe when check comes take four hours visit pizzeria bianco,_ZwDLtBopUHb6F2mIPFUJg,_ZwDLtBopUHb6F2mIPFUJg,5,39619.98627314815,hsi7zmwZCnxOq675lsEB8A,1,0.30694444444444446,0.4222222222222222,0.003205128205128205,0.006410256410256411
8214,1,3,_2bIOZ_6FZylKvogjUsu3A,heard great things about spinatos never thought much about however lucky enough some their sausage pizza local first fall festival blown away here they were amidst chefs from various posh restaurants outside duck decanter places when walked away from festival couldnt stop thinking about that incredible pizza have since found that this location delivers place dangerous discovery have fought hard limit indulgences like pizza with thin crispy crust with fresh ingredients just enough grease meld flavors need give spinatos,RztX0zV7ObHZD08SDUhI0Q,RztX0zV7ObHZD08SDUhI0Q,4,39899.262291666666,a06g_pO2zRmGQmFlfzTLNw,1,0.10654761904761903,0.5255952380952381,0.003205128205128205,0.00641025641025641
8226,0,0,wbk8HZIST7BCVkCjea3SrA,food service glad came this location spinatos only pizza place that have consistently seen best phoenix lists that doesnt have hipster indie vibe which sometimes nice have break from this seems like more family oriented joint enjoyed having enough space table between table next always perk downtown restaurants food shared caesar salad start with which really good they homemade croutons parmesan crisps nothing mind blowing very yummy comforting classic also ordered small pizzas litaliana chicken presto pesto litaliana featured famous sweet sauce which goes really well with roasted peppers spinach feta couldnt enough this pizza sauce very unique worth coming back delicious quite unique litaliana generous pesto with chicken chunks that didnt burnt crisp oven together they were plenty enough provided leftovers dinner that night intended getting dessert were just full after pizza maybe next time service nice friendly helpful server pointed which things were most popular didnt push order quickly very kind drink refills came quickly without prompting wait while pizzas expected that from previous reviews friendly family oriented pizza with delicious food backstory super nice staff well back,RztX0zV7ObHZD08SDUhI0Q,RztX0zV7ObHZD08SDUhI0Q,4,43075.96891203704,AOOq875ABSynEAUljdLj6A,0,0.2859325396825397,0.5634920634920635,0.0,0.00641025641025641
8232,0,1,mKA1wtmjZwp1EOCApyUR1w,have been consistently disappointed service most scottsdale restaurants since moving here about months cant that about this joint waitress lindsey ball from second there ordered pear martini craft beer flight calamari appetizer then shared shrimp tacos bleu cheese burger that special main courses were little cold when they came flavor great everything wasnt deal breaker calamari crispy fresh aioli them perfectly seasoned both tacos burger were cooked seasoned perfection while removing plates from table salsa spilled splashed onto clothes this kind thing happens often reasons unknown handled good could without discounting check after apologizing manager stopped make sure everything while there noticed price your pizza youre there before after movie which something remember next time prices were still little steep hands down best service weve joint this mall since only other been tempe marketplace this location definitely impressed more,xvcGZGoLwWpmDMMY1VN-OA,xvcGZGoLwWpmDMMY1VN-OA,4,42690.65771990741,1fPiKjZhkGWLya1QLkwlhQ,2,0.20948930296756382,0.5372843340234645,0.0,0.0
8288,0,0,HRzZaNE7DJiY4K1F8JeQww,mellow mushroom weekly thing have ordered from there least times only take this review food alone plant based love that they have options here dont know more restaurants dont carry options always mega veggie pizza they tell vegan just feta that never works hence star review they trained their employees vegan options then would have complaints other than parking pickup seems always taken some ahole eating this what have learned want vegan pizza hate dayia cheese nasty lots lots amazing vegan cheeses there need carry dayia anymore guys sick order mega veggie with cheese order feta they will just mozz also prefer exclude tofu broccoli sundried tomato extra banana peppers artichoke sounds simple have only made correctly times prob this pizza good only half small have other half next since bread filling best dough ever thanks mellow mushroom vegan options just better vegan cheese please,v2tjswIV3e0c8o7_7MwYmg,v2tjswIV3e0c8o7_7MwYmg,4,42623.15238425926,caub4e1dnDDKqzFg6OJH_w,0,0.016017316017316003,0.5317099567099567,0.0,-0.003205128205128205
8289,0,1,j5kUKdGk_XNYMGlpSGok3w,restaurant today compare pizza with other restaurants phoenix ordered contadina pizza donna rosa pizza caesar salad antipasto meat tray service good pizza okay having lived italy years know what authentic italian pizza taste like what somewhat ironic that word pomo name brand italian tomato puree that used most pizza northern italy restaurant didnt seem much that authentic puree than might indicated name middle crust soggy have slightly scorched crust that would expect real italian pizza meat cheese olive antipasto platter disappointing that spoiled butchers block postino restaurant variety meat good only type cheese type olive were part platter pizza pizza metro much more authentic northern italy then pomo less expensive,pjpUOlJLlkIxBZ5BquA2PA,pjpUOlJLlkIxBZ5BquA2PA,3,42219.14611111111,xCGGOBUHMs8-w-EJdCXZPw,1,0.16208333333333333,0.4529166666666667,0.0,0.00641025641025641
8328,5,5,Awso19wfHUrilRW4FyJdoQ,perks travel love restaurants whether they pops fine dinining chains fast food they have place enormous belly dirty little secret that share with world like station food have standards barely that generally only would circle although find great place illinois called caseys general store that would happily standards list here quiktrip dont have them california they favorite shame they clean have everything that could want from convenience store what really sets them apart made order food sandwiches pizza their roller grill there they have bounty items like rolls taquitos like fully loaded looks like they take great pride their food have visited handful travels just water fuel after long tired ready food after spending much time deciding went country sausage doused cheese sauce kolache country sausage what might think sausage rolled like delicious like breakfast sausage will love this treat classed dousing cheese sauce kolache next level spicy rolled this sweet bread baked reminded being making dogs wrapped pillsbury crescent roll dough delicious ultimately this place hits mark friendly clean tons selection fuel this place must road trip,f7QuhldHTdj9TG1iLPk58w,f7QuhldHTdj9TG1iLPk58w,4,42614.901770833334,9u8D55VqYWZWdgTO0FxuYA,5,0.25133928571428577,0.6375,0.003205128205128205,0.003205128205128205
8418,3,3,nGJ6C8K6Fs6MSBamCXykJw,they just opened yesterday been twice head over heels love with this store been able morning snack frozen personal sized pizzas afternoon snack oven baked pita chips commute home treat vodka this first drugstore downtown over years currently they only tenants retail portion cityscape talked with steve barney regional sales manager indicated this intentional downtowners accustomed dropping here needs that otherwise require special trip home basically getting used something absent downtown being able shop downtown items actually will imagine that this location everything every other sells full read that right full liquor department with wine beer spirits happy hour start over lunch they also boast expanded grocery section sell sandwiches cream will surely fiscally conservative option downtown dining that doesnt mean wont tearing restaurants they begin open,Eg5ga5SzVp-bHBJWoe9Nvg,Eg5ga5SzVp-bHBJWoe9Nvg,4,40386.81696759259,pKn_H1nkgrwJS6TuHODsvQ,5,0.2326680672268908,0.5671685340802988,0.0,0.0
8436,0,3,2BAdbyABYskAjof98Xtxmg,awesome that grande orange terminal love that terminal best best local restaurants what awesome surprise have always enjoyed grange orange their great salads sandwiches great pizza selections reasonably prices beer wine cant wrong grabbing something great prior catching your flight great food great service,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,41581.026608796295,zwpP3Lt8USKS91Ds52G8UA,1,0.58125,0.628125,0.009615384615384616,0.01282051282051282
8444,2,3,tOuFvgVK2CNFVOCpV1-8Tg,group wanted grab quick bite before heading theatre movie place empty when arrived wanted like this place because behind counter nice pizza great generally choose your restaurants because feel that should have half cooking restaurant save myself trouble selecting ingredients chose small personal size pizza marinara sauce pineapple onion cost about when pizza quite greasy greasy that hands felt soft moisturized like babys bumor something like that crust soggy overall underwhelmed hungry whole pizza boka pizza also offers huge chocolate chip cookies huge brownies both which baked onsite ordered cookie really good conclusion cookies pizzaunless want soft hands,N_cCvYUP0dQeLKflgoUrXQ,N_cCvYUP0dQeLKflgoUrXQ,2,42638.097280092596,zwhty_ZmxbHAHoDfMjNbag,2,0.1481481481481482,0.4731481481481482,0.0,0.0
8470,2,2,lTTRJLNzhfVDvHnQ5DxcRA,this very special place possibly best pizza phoenix waited long write review cant give much detail like alfonso with sausage peppers salame piccante ferrarini fantastic every element extremely high quality pizza flawless delicious come after place quiet interact with owner extremely friendly meal brought some free dessert they were flaky crispy frybread like things dusted with powdered sugar excellent sorry dont remember name pastry helps place them scale compared other gourmet pizza restaurants heres breakdown pomo better than parlor bosco scottsdale hungry scottsdale only places that could compete with pomo bianco piazza forno glendale been long since been bianco that just dont know need there again piazza forno only place where remember feeling when pomo where train where life interrupted this sense holy shit this normal phoenix upscale hipster pizza place which admittedly pretty good this whole different ride,pjpUOlJLlkIxBZ5BquA2PA,pjpUOlJLlkIxBZ5BquA2PA,5,41538.83975694444,Q0waZtPC5Ch0bg3IdaHXyg,0,0.2864285714285715,0.6683829365079367,-0.003205128205128205,0.00641025641025641
8507,1,1,BCnPH1IGK5USPJ2G8JL1tQ,years have lived phoenix whole life have passion discovering unique restaurants around valley child raised jordans mexican food every sunday after church atheist still frequent jordans their sauce tacos delicious burritos chimichangas cheese crisps went tacos juarez first time week after backs game pizza game food this place because looked like diamond rough after eating there have discovered diamond food absolutely amazing tacos have shells that prepared house salsas amazing have been there time since planning going tomorrow cannot wait their selection mariscos,Sv1XtPN-utoenqdIn9ZMyQ,Sv1XtPN-utoenqdIn9ZMyQ,5,41453.14638888889,VFDZNTbOpwlU57h7DTeT0Q,1,0.20227272727272727,0.5484848484848486,0.003205128205128205,0.003205128205128205
8511,0,0,JbdKfXMy1ynTalHrIVYkxg,this place bombcom couple friends used work there recommend could back every their food drink their yummy beer without becoming alcoholic haha would ordered oatmeal crisp which perfect time year light crisp name suggests food sweet this white sauce pizza with prosciutto apples goat cheese holy mouth watering goodness full wanted more then order another sadly staff there very helpful never overbearing space smaller dont mind that theres plenty seating bigger groups well even though space some restaurants love love love this place,pBFewLcdLnf1XwPTE4jtyQ,pBFewLcdLnf1XwPTE4jtyQ,5,43186.68619212963,ZMbD8fMP6Z3yUvlpMVDfSw,0,0.2473684210526316,0.525438596491228,0.009615384615384616,0.01282051282051282
8580,0,0,-r9vVgyNpllB2-yklng-pw,this second time kincaids past year first disaster were given gift certificate come back just come from afternoon show airways center arrived around understaffing night with three events shows airways orchestra servers were overwhelmed times needless that service slow finished about steak which cooked liking wife something that just very memorable food least good were able have drinks while were there unfortunate that there real upscale restaurants downtown area would nice have sports pizza place,nSrLMVCShkos5msyVaQAFg,nSrLMVCShkos5msyVaQAFg,2,41264.98831018519,D0WRNOIlecVflJNBKmKsBw,0,0.06785714285714285,0.5005952380952381,0.003205128205128205,0.003205128205128205
8594,0,1,xsuP6ThSEGjXKrJCoXnFpw,former yorker used eating thin crust pizza more akin venezios southwest feel like recusing myself from reviewing deep dish chcago style pizza restaurants youll have take stars with grain saltor oregano that said have eaten original unos restaurant chicago nellos clearly superior that very fresh ingredients nice crispy crust pleasant sauce fast friendly seating service saturday night clean unpretentious family place back sure,j-SSlq3__BQr3H7lAyVvkw,j-SSlq3__BQr3H7lAyVvkw,5,41839.85393518519,8zvoABdUO8RXM-CUvpp7iw,0,0.31,0.6218253968253968,0.0,0.0
8658,0,1,H044gYSe37xDX5--Dz9V7w,location this place city north been struggling over years with restaurants that keep their doors open location several restaurants stores within walking distance each other liked this restaurant patio quite large access sort sunken basement like patio that completely covered should stay relatively cool during summer months menu classic pizza type restaurant pizza meatballs salads offers more when visit went here monday night very large group staff pretty well food order didnt placed that negative them understand with large group eventually meal albeit mins later compd part bill sorry that appreciated impressed with selection beers well happy hour specials drinks good think they have reverse happy hour late night will check this place again regular date night with hubby then perhaps work meal with stroll down street some window shopping,v2tjswIV3e0c8o7_7MwYmg,v2tjswIV3e0c8o7_7MwYmg,4,41338.73824074074,ePfhvRM-deQgMduESHRWDg,0,0.20388558201058204,0.49465684778184776,0.0,-0.003205128205128205
8679,7,5,TJ0cQZ0jZ21-6wdEO_VGxw,great pizza havent been date here find going here date number because would look smooth spontaneous need wait table take hand grocery store connected grande orange pick bottle wine dress above casual wore crocks totally place dress wont place either pass reviews only star reviews jason step restaurants should same sheila vale parking cheap right behind restaurant jason dominos said your great customer,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,4,39619.85665509259,D9patliQtlm646P_fyiCaw,3,0.19880952380952385,0.6397817460317461,0.0,0.025641025641025637
8685,1,0,SzgTHTKTmKuRdw7Jrpgb_Q,thoroughly enjoy ourselves here several fatality beers meat pizzathe name evades service great severs also recommended this habanero pizza that paramount icing cake only reason they stars because conversation about better restaurants such ruths chris steakhouse that would book here drink here merry,pBFewLcdLnf1XwPTE4jtyQ,pBFewLcdLnf1XwPTE4jtyQ,4,42874.10377314815,ZwFQfXPeU8wQ4HB-Sq3lOg,0,0.2833333333333334,0.5416666666666666,0.003205128205128205,0.01282051282051282
8733,0,1,MEjyyQ-o8PgSGdDsOQma5g,stumbled onto pomo pizzeria accident late saturday night more than pleasantly surprised very impressed with their food attentive wait staff after having lived chicago years hesitant compare pizza pasta against restaurants back home pomo excellent highly recommend prices were fair really enjoyed food atmosphere will continue back,pjpUOlJLlkIxBZ5BquA2PA,pjpUOlJLlkIxBZ5BquA2PA,5,42334.76841435185,zv-Q0B1YYPWdvOlmOLnUfA,0,0.36909090909090914,0.6400000000000001,0.0,0.00641025641025641
8757,0,0,zngU7LzzGqF9LlG3hX5aNw,been mellow mushroom restaurants delray beach denver rockville diego scottsdale same funky ambiance friendly staff good pizza their other locations located middle trendy high street this restaurant works well with night personally comedy club blocks down finish with mellow mushroom pizza appreciate that wait staff took time learn name were friendly professional will sometimes work laptop they have convenient plugs charge phone laptop throughout restaurant their wifi speed decent course there over place showing sports thing able watch netflix phone without problem they offer gluten free options their pizzas great have choices there plenty vegetarian options well restaurant great healthier friends have options there plus gluten vegan friends have options well,v2tjswIV3e0c8o7_7MwYmg,v2tjswIV3e0c8o7_7MwYmg,5,42767.18271990741,apqqR9bJe8uMcc4yXD_o_A,0,0.2935069444444444,0.4887847222222222,0.0,-0.003205128205128205
8759,0,0,dhwxH3LvvR-mbEsGoAWLLg,wife found this place accident decided give glad menu refreshingly different brussel sprout salad with dried cherries marconi almonds sweet vinaigrette dressing brussel sprout leaves were individual plucked made into topping delicious followed salad with wonderful aromatic taste tantalizing pizza with almond slices tomatoes roasted garlic cloves irish cheese topped with goat cheese thin crust order wine bottle glass selected tasting trays three small glasses various wine selections arranged attractive wood tray prices were fair food excellent service good atmosphere lighting inviting definitely going back more best date night restaurants have both enjoyed some time,C1zlvNlxlGZB8g0162QslQ,C1zlvNlxlGZB8g0162QslQ,4,40736.260034722225,ZX_ZrkWqKXloWrgZcgeVpA,0,0.36,0.625,0.00641025641025641,0.01282051282051282
8800,1,1,KCiEtUTuIQlj4ANfKBWfoA,boyfriend come here least once month finally have order down science have always great service food drinks that being said last night extra awesome lounge area because dining room looked pretty busy were picky bartender seemed little that never bothers weve both been service industry understanding ordered usual margherita pizza with prosciutto goat cheese along with basil motzz thats already good pizza delivered with cheese which pretty funny server thought said cheese instead goat cheese completely understandable both laughed were totally fine waiting them remake manager chris came over offered most sincere apology also shared laugh about misunderstanding also took pizza bill didnt think this necessary greatly appreciated service hospitality were above exceptional this restaurant like only becomes popular endures timeframe which most bright restaurants fizzle again weve both worked service industry understand mistakes loyal restaurants phoenix because those mistakes handled manager chris server didnt catch name grande orange general epitome great service management yall again soon finally tried peanut butter boyfriends words were literally never better dessert entire life,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,5,42086.99149305555,dxqdtiWO72Kvt6CJltNP4g,2,0.25216503267973855,0.5901143790849673,0.0,0.025641025641025637
