,funny,useful,review_id,text,business_id,ID_bus,stars,date,user_id,cool,polarity,subjectivity,burgers_sentiscore,burgers_total_business_score
7595,0,2,VgYTPFqAJRkA2RnK9z8NRw,airport restaurant this place excellent pizza salad mother earth pizza broccolitini shrooms onions tomatoes artichokes more fresh oven baked thin crust just like also shredded kale quinoa salad house dressing really good this solely vegetarian also burgers plus your coffees espressos,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,41822.785150462965,JU1KX1KBjB7IpSeNkx11zg,2,0.41999999999999993,0.6900000000000001,0.0,0.006993006993006993
7633,0,5,jfbBxEFFpaOfUjqCg13r3A,came here based recommendation from favorite patties bartenders right first biggest problem with burgers today half pound burger should your standard size when half pound burger novelty item pigs order bring half home places just assume they want hamburger they must want from full they back rehab sure they have ounce patty soft suicide they also have reasonable tasty cooked perfectly ouncer pound burger that most people remember cooked right juicy bland liked much went there twice during vacation everything fantastic fries fresh shocker taste amazing with skin still them their sauces home made their wings great then burgers pretty similar ones second getting what call breakfast burger with bacon fried combine that with pretzel roll most likely best those ever friend some fish tacos that looked screaming think almost lost finger when eating them never scottsdale burger place stop pizza grimaldis italianthe italian grotto sandos defalcos steak charlies looks like have burger joint service stars atmosphere stars cool servers awesome laid back music outside couches food stars good burgers wings fries fish tacos price stars,3l54GTr8-E3XPbIxnF_sAA,3l54GTr8-E3XPbIxnF_sAA,5,41333.93332175926,azivU1jkJhPSKS6ASMegQQ,3,0.2942577030812325,0.5052054154995331,0.006993006993006993,0.006993006993006993
7682,1,1,PdkWYmWrqTVFnG4tFI3tEw,here thursday chopped turkey salad bomb fresh good nice dressing great service quick tables clean with charger plug nice prices good they have everything would want sandwiches pizza burgers soups salads wraps baked stuff only thing here cookies cookies look amazing taste like crap crumbly salty just good loves cookies seriously bought every flavor cookies each they sucked took bite each threw them trash bummer else good though,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,42127.25766203704,i9nZ39VqODbhiuRQrYCVjg,0,0.37619047619047624,0.7297619047619047,0.0,0.006993006993006993
7736,0,0,lc9SFP7TiPVXWFFdizu4HA,this place little boring know mood beer house food delicious everything heavy meaty suppose this place will beers great much better beer flights though slection broad always feel like missing least vegetarian food options suck pizza okay burger looks fantastic only burgers always getting pretzel like beer cheese sauce stuff wish they some lighter small plate options pretzel seems lightest warm option they have,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,3,42012.14927083333,CXLJPkPhqMUysBA9TiPPHw,0,0.12321428571428572,0.6008928571428572,0.006993006993006993,0.07692307692307693
7760,0,0,EVCGROuBkRWBIuCzFrIgyw,choose place rest your life pick fork stab your into this restaurant because damn angels time favorite restaurants would boycott destruction would stand front tank rolling this restaurant would sacrifice first child food gods live this restaurant love burgers here love beer here love pizza homemade poptart desserts guessed here beers plethora beers listed chalk behind which showcases simple taps running from almost other side selection this world even cider drinkers like myself find something have joke dreams about pretzels cheese only that favorite thing world angels does better than anyone great share freakin fantastic living that cheese life bruh have tons stuff this menu cannot discuss them buuuuuuuuuut burger worth they everything from buns condiments just right when these burgers mess mean best like kate upton burgers kind sexy full figured meat treat pizza because read youd know freakin love meat this crunchy pizza crust perfect meat cheese ratio super easy heat next when better believe bringing home leftovers tomorrow know whats girls gotta youre looking night with beers kick cuisine this gastropub your stop beer bottle lights high tables along north side restaurant perfect large groups party there took three long high tables inside that connect three long high tables outside they were separated wall that completely opened upper half wall with sliding windows food life then angels where should living there wait thats because everyone else knows that this restaurant bees knees suck wait with drink until realize should vacancy there also their fish taco game point their fries could stop wars just sayin simple things,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,5,42228.71942129629,ftcxn4goY3keDzMnNfQaHA,0,0.25619179600886915,0.5435627177700346,0.013986013986013986,0.07692307692307693
7871,0,1,3DyE_L1lgYTe_R7eWcqnpw,giving this place stars upon insistence favorite place goodbye fast food burgers fried chicken nuggets greasy pizza child spoken sons favorites buttered noodles spaghetti like several options including pasta cavallari with parmesan crusted chicken somewhere between fast food served dining like pace atmosphere makes great family dining experience,V_6gs6mUnUwrTQFVvWKW1A,V_6gs6mUnUwrTQFVvWKW1A,5,42712.03260416666,qX22lzOlBPuAqcsyiEzadw,0,0.07142857142857142,0.6928571428571428,0.0,0.0
7920,0,1,FYt36fzZYIP9Qby1m-0hiQ,love that they have four peaks beer including favorite knot wishing made different food choice ordered grilled cheese with creamy tomato soup because figured impossible wrong with comfort food staple tired burgers airport must have shocked look when food arrived tomato soup where near creamy chunky tomato soup with cream grilled cheese where near gourmet sandwich menu promised worth should have gone nypd pizza instead,L2p0vO3fsS2LC6hhQo3CzA,L2p0vO3fsS2LC6hhQo3CzA,2,42012.99219907408,6BRl_DvSI4uy4VBxdlnajQ,1,-0.07666666666666663,0.6500000000000001,-0.006993006993006993,-0.006993006993006993
7932,0,3,mvs4G7ic0YnSG4HyG-5hvw,pretzels great beer really great burgers pizzas pretty great well atmosphere great patio area great staff lack better word great overall really great place unwind after great,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,5,42260.90174768519,dKeA_TAIYHBvJWm8QL7xhg,0,0.6499999999999999,0.6818181818181818,0.02097902097902098,0.04195804195804196
7937,0,2,gX_PR85eCel4du_mpT2iYw,dont know seems like everyone obsessed with craft beers coworker decided choose this place dinner after long work raved about this spot said they some great bites amazing beers beer connoisseur really didnt have mind drinking much cared about eating some good food everything menu looked appealing point where hard time making solid choice they have standard food like your burgers sandwiches salads nachos tacos pizzas with help waitress decided their sausage pizza definitely temperature flavor spice little disappointed because what expected pizza looked delicious tasted very bland honestly think just ordered wrong thing order italian food italian restaurant know just right open exploring restaurant little more such nice venue with awesome hospitality,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,3,42513.83211805556,Z1RQsTY3b-aWrIPMOeMU6w,2,0.15008503401360546,0.5599064625850342,0.006993006993006993,0.04195804195804196
7982,0,2,edkhZ-tLwk8BG1tzQp7LmA,delivery south phoenix usually terrible even with pizza chains pizza usually only thing that delivers they have wide range food from burgers wings philly cheese steaks seafood wings really good pastrami amazing every then they have fried oreos other cool things,najluTSbgZEpCdLIbpvnxQ,najluTSbgZEpCdLIbpvnxQ,5,42440.12449074074,ZLXZuq6C7zix4OD2nzUi9g,0,0.06071428571428571,0.7035714285714286,0.0,0.0
8012,0,0,,have been here twice love love their beer never tried wasnt have their pizza their burgers both were delish wife grilled cheese wished something more than cheese maybe some brisket something none less enjoyed blast sitting outside wait staff bartenders what would expect love that friendly outside,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,5,42429.791666666664,3tPiEiJJ8-pjAl6Y090CLQ,0,0.3009259259259259,0.4074074074074074,0.0,0.04195804195804196
8063,2,2,WMO8xgsru7frL_urUBGqLQ,youre beer lover youll probably love angels trumpet house which more than beers downtown phoenix spot also serves lunch dinner with menu full sammies pizzas hamburgers enjoyed large communal dining room beer patio love that eatery right across street from filmbar which makes ideal place grab bite drink before show when last went there churchill grilled cheese sammy which with fries wasnt favorite grilled cheese would leave pesto next time portion huge could barely finish half meal great value companion tractor pizza which most unique pizzas ever seen came with brussel sprouts bacon caramelized onion even beers there giant chalkboards describing each servers really knowledgeable help guide toward good choice,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,4,41282.70079861111,CkM9FtxelvahpE9StyON3A,2,0.35541666666666666,0.5598809523809524,0.0,0.07692307692307693
8094,9,13,KtgtQbpxWYVU5uuc2_0aDQ,microbrew enthusiast nothing quenches thirst like beer never heard angels trumpet tons those would wise follow their facebook keep watch elusive elixirs like dogfish head minute initially wasnt impressed with seeing crispin rogue deschutes bartender able find right pint categorized sahti freaking delicious food here looks like common grub anyone enjoy pizza burgers with emphasis finer ingredients friend ordered tart looked tons more fancy than your average breakfast snack atmosphere calm everything super clean theres great patio this place have nice down dinner socialize quiet almost classy environment back some dinner keep eyes taps,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,4,41287.201875,YpGt3hdq5adPlEFn9fQ2Zw,9,0.3305346700083541,0.5973475355054303,0.013986013986013986,0.07692307692307693
8120,7,1,o11RnOWgDBYmtD-_LQ-Pqg,daughter moved scottsdale from chicago recently stumbled upon amys baking wouldnt call myself foodie however know good service good italian food years fine dining italianwhatever here scottsdale decided couple different things menu hoping leftovers empty fridge home ordered mango pizza margherita pizza pear salad warm spinach salad wine seating outside nice even though parking view soon forget atmosphere lovely food came with precision timing delicious eyes were bigger than appetites wanted save room dessert wrapped most pizza home creme dessert excellent pizza isnt same next just fresh sami they were warm friendly welcoming dessert star food star staff atmosphere star people next burgers made comment tasty they were days later found about some controversy with reality show amys baking find hard believe they were very nice,DN0b4Un8--Uf6SEWLeh0UA,DN0b4Un8--Uf6SEWLeh0UA,4,41578.78542824074,MWSb7oJAsCdkZ-owvSwCfQ,0,0.31999999999999995,0.4881944444444444,0.0,-0.006993006993006993
8155,0,0,ihlsrV8QYMIVT0ps_BvsmQ,probably favourite place downtown drink some good different food main room large with plenty seating outside patio almost twice occasionally busy most time found somewhere quickly burgers good pizzas great poptarts good enough reason they have great beer your standard fare beer snob would able find something worth drinking they also have small selection wine however wine chilled which personally though know thats popular would recommend,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,4,42206.15045138889,WbMK70OMDvvVSSNUhIk9lg,1,0.32443609022556386,0.46510025062656635,0.013986013986013986,0.07692307692307693
8248,0,0,LO9L9Qn89-BV-ZyoiCJyKA,bucks cheeseburger would almost acceptable cheeseburger were exceptional burgers served here airport with options food suppose they taking advantage captive audience plus side service good looked like folks ordered pizza were happy next time that instead,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,3,42196.12048611111,0sr5XR3rUujnU-gzJ0H8cg,0,0.47333333333333333,0.64,0.006993006993006993,0.006993006993006993
8272,0,4,HNsJiPYSMPzoxFGs1xH6OA,weve been waiting fate open work right across street have been excited have something like this within walking distance came lunch today after their grand opening great time building super cool really pretty space very open were only moderately busy wasnt gatos golden which really liked ordered garlic burger with fries food came decent amount time everything tasted great burger juicy cooked just right fries were really good well close giving stars there were just small things would improve upon wasnt really sure which side main entrance walked through doors back platos closet side little confusing because that takes kind back there sign pointing towards other doors tell where seated when walked through were still little unsure where wandered little finally found hostess area would also maybe more variety menu main options burgers pizza sandwiches salads like maybe good cheese pasta dishor some kind chicken strips something like that that simplicity thing enjoyed lunch will definitely back looking forward trying some appetizers happy hour specials,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,4,42240.880057870374,R2mjb72OvXa46XLkeAlfTw,2,0.23087194337194342,0.6063599313599314,0.0,0.04195804195804196
8372,1,3,9tpKbsXHIW4QHUC-sA5cbQ,went here opening late afternoon with some fellow beer freaks overall pleased building marking signage south side wall parking available dirt next that wall well limited parking front furniture simple butcherblock tables well laid beer large chalkboard above taps several wines music there loud room acoustics might some work gets little loud there what expect with house full yapping beer freaks good variety beers offering major breweries already know such deschutes odell warsteiner dunkel epic adams style belgium green flash more kegs blow time something different beers priced snifter served high beers proper tall pint glass regulars tulips beligian styles american pint glasses which actually serve plus head those water inside skinny place outdoor patio back that weather getting cooler super nice there sunset after fact really nice date with candle table rear edge patio rather than near door quieter sampler flights available fair deal pick write numbers paper theyll delivered muffin tray oriented with paper food yeah ready menu gourmet scrumptious cannot wait some those things these dishes have flavor combinations that will blow your mind just reading them choice will difficult youll just have convince yourself youll other dish next time recommendations chet tortilla stuffed with fries chorizo black beans roasted corn grilled chile peppers chihuahua cheese adobo sauce crema this nice grill marks tortilla spicy sammy shaved smoked turkey peppered bacon avocado mash pickled onions adobo sauce side pickled jalapeno long slices choice side recommend fries theyre flavorful perfectly done meat treat pizza flatbread pizza with peperoni sausage smoked bacon leeks smoked mozz roasted tomato sauce this toppings just nice size warm sausage platter wild game brat chorizo with mustards relishes this comes spectacular havent burgers they look smell scrumptious friend southwest burger guess what flavors like haha leeks anywhere pleasant surprise well based most recent visit upgrade five stars very attentive accurate service friends iced never neglected large party checked every often gratuity added automatically larger parties more give this place think youll happy after work dinner would seem best time before gets packed nevermind hungry monk here,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,5,41145.89313657407,F3xsFydNSwKWgLwGMO0NOw,0,0.22298469387755102,0.5102168367346936,0.0,0.07692307692307693
8382,0,0,ttIRoHTbBwcbrrs06C1cwA,starting with friendly greeting fantastic bartender much improved menu from lantana days tried margherita flatbread pizza chicken flatbread pizza they were both great will back just veggie burgers please,pu7maVMRHbIUv2x3B_xMHQ,pu7maVMRHbIUv2x3B_xMHQ,5,40524.952569444446,EOt-dAudHNJehy9wOUJp0g,0,0.1678571428571429,0.4857142857142857,0.0,0.0
8402,1,1,4_vNPYtmZk8keyQSBr9OzQ,only thing here while airport this past christmasthe velvet cupcake sooooo goood decadent cream cheesy fantasticness want another velvet cupcake right drool place very much like phoenix they have really good looking food small market they also have burgers pizzas sandwiches that look amazing this definite must stop while airport,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,41283.127430555556,d_TBs6J3twMy9GChqUEXkg,1,0.09396825396825398,0.6050793650793651,0.0,0.006993006993006993
8563,0,0,HTjOvpFFsEk--weLABSD_g,were looking place quick dinner before phoenix suns game decided copper blues cityscape upstairs about corner formerly chloes corner nice evening decided outside which lovely happy hour they some great specials going they also have over beers tried them party chicken pizza loved burgers were excellent well even though were outside patio with just tables server made sure check regularly this definitely place well returning,EV1jAj7NFNmNIqOnwZ4Acw,EV1jAj7NFNmNIqOnwZ4Acw,4,41980.674733796295,iyUaUwMO0OaNR17VKGNYnw,0,0.2822222222222222,0.5810541310541311,0.02097902097902098,0.03496503496503497
8629,81,255,3pGnCkUkZbv3FWwVBTB-5A,wish could give stars youre crazy freak when doors close everyone will laughing stopped check this place while town just because show these idiots tried pizza soggy disgusting just unpleasant burgers taste like walmart patties call that hummus youre idiot couldnt cook life depended please everyone stop going actually like show showed they thieves with taste buds soon stop supporting them theyll away then maybe take cooking class,DN0b4Un8--Uf6SEWLeh0UA,DN0b4Un8--Uf6SEWLeh0UA,1,41561.738275462965,TVnVQNoEd7noZo1_XMMMyw,30,-0.5142857142857142,0.6857142857142857,-0.006993006993006993,-0.006993006993006993
8688,1,4,k2OLcbUyb9OMmGMtB4m_0A,amazing from huge parking cool pint glasses fate south solid stars building super cool with outdoor patio cool indoor outdoor cement lots high tables inside making friends easy dinner there nights pizza burgers sandwiches wings delicious fresh servers were outstanding fate variety beers gatos fate ality were awesome live neighborhood great area nice walk over welcome steve fate crew guys rock,hxUxeY8DG9lhyjCVo_s-pw,hxUxeY8DG9lhyjCVo_s-pw,5,42241.68204861111,0uK5QA6fgmKYNkX6nDXLqg,3,0.47723707664884135,0.7302941176470589,0.006993006993006993,0.04195804195804196
8704,1,1,Ejb5VWaQx9nREkrRHKs_tg,this busy bustling gastro makes night cool open decor inside with long chalkboard displaying tempting list great craft beers part drinking dining here anxiously watching staff removes beer from list replaces with food good wings pretzels just appetizers this time burgers sandwiches pizza coworkers looked good wings were seasoned flavorful cooked perfectly served with unique chunky buffalo sauce awesome chutney perhaps ranch tzatziki sauce wasnt huge this last except dipping accompanying carrots celery pretzels though awesome served mainly delivery device savory delicious beer cheese sauce lastly dont pass homemade tart table split order took willpower avoid buying individual ones ourselves that night they served apple cinnamon ones they were more like toaster strudels thats good thing,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,5,41737.062789351854,YJ23SGOdOd6ULoprhShqUg,1,0.4162698412698413,0.6150793650793651,0.0,0.07692307692307693
8739,0,3,Hrd3BHgfRa_1HC9vuDqsCQ,this favorite airport simply because this cafe didnt think would find both vegan gluten free options airport this place food delicious reasonable prices great service many options such blessing able down enjoy nice meal zuni burrito tortilla tofu potatoes spinach mushrooms scrumptious only also decided spicy chickpea lettuce wrap which pretty sized lettuce wraps topped with mashed garbanzo beans made with olive onions celery bell pepper cayenne pepper paprika topped with fresh avocado sundries tomatoes only also loved that this place lots down seating just line order then they call your name there were several lines with different options there pizza station with vegan gluten free pizza sandwich salad line breakfast food burgers this place even coffee with specialty drinks baked goods didnt vegan gluten free baked goods will definitely more layovers this airport that here again,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,5,41603.74638888889,UV6ydBombqFaxdeiUNz3BA,2,0.3103864734299517,0.6613008971704626,0.0,0.006993006993006993
8785,0,0,1QdL7flW0sTwH6_JuwEVcQ,today friend introduced better pizza places phoenix tomato makes great either thin cust deep dish although couldnt tell difference which owes much unique character sweet spicy tangy sauce menu expansive beyond just pizza though falling into category gourmet food there wide variety appetizers burgers salads pastas surprised even stickers some their starters havent tried anything else their menu will definitely back chef friendly server very attentive glass never full granted went sunday lunch things were very slow experience great none less establishment small sufficiently sized inviting ambiance cross between sports modern wine with lots brushed steel wood paneling cool lighting fixtures accompanied large plasma screens walls overall good experience back soon,haOul3OT2DSGwZ04OTVyqg,haOul3OT2DSGwZ04OTVyqg,4,39314.24459490741,HjX6nVkboOhkmriXcfXNeQ,0,0.15844246031746034,0.47146825396825404,0.006993006993006993,0.006993006993006993
8829,0,1,C-ivkJxvcrOgbMqOEVj37w,copper blues favorite place live downtown about blocks away usually there between usually there early week wife enjoy sampling unique beers enjoy their selection usually gravitate towards sexy strongs like left coast asylum chimay waitresses bartenders usually very nice attractive wife enjoy sitting outdoor area later evening around nine oclock they usually have live band usually gone then hard have conversation weekends really packed especially late night whether place packed theres always plenty good people watching there decent after work crowd during week well wings good taco appetizers good their pizzas good burgers good anything else,EV1jAj7NFNmNIqOnwZ4Acw,EV1jAj7NFNmNIqOnwZ4Acw,5,41175.77180555555,UwTcsFuwypjTJvEDQOwSMw,0,0.23158249158249158,0.5354938271604938,0.013986013986013986,0.03496503496503497
8836,0,1,M6Jek2mremTWn5OzUQY6Cw,this place definitely somewhere could when dont know what type good want want good food theres burgers tacos pizza sandwiches salads more brewle burger which comes with your choice chicken ground beef veggie burger leafy greens siracha mayo cheese pickled onion delicious made fresh toasted couldnt even will definitely back more things menu vibe very casual represents downtown phoenix vibe well,plWuv4gda7m0KlqCNhrb4w,plWuv4gda7m0KlqCNhrb4w,4,43275.9291087963,05oWcmL39RuxF8hHhd22IQ,1,0.24499999999999994,0.615,0.006993006993006993,0.07692307692307693
8914,10,16,YocwlDFw5I0w0ryoBnpBUw,come here times with friends have always nice time food good beer cold they have enough hdtvs that could even catch game mars they have your favorites pizza chili buffalo wings loaded nachos spicy chicken quesadilla pasta baby back ribs range favorite loaded nachos which delicious they also have cold sandwiches salads burgers bunch usual sides goldies just great neighborhood sports without distractions food found tilted kilt twin peaks place where bring family feel embarrassed servers your fellow customers three stars bordering four stars fellow yelper nydia said like cheers scottsdale would agree enjoy,aP2ZadiZMZvIXyikcNfQPA,aP2ZadiZMZvIXyikcNfQPA,3,41360.73685185185,A0j21z2Q1HGic7jW6e9h7A,14,0.11923076923076922,0.6884615384615385,-0.006993006993006993,-0.006993006993006993
8943,0,0,74o96zFdAPK4DSYaMFIFBg,harbor many great options food this place exception they pizza sandwiches burgers salads feeling pizza ordered fallen angel came with sausage fennel onions mozarella sauce pizza well cooked with nice chew pizzas single serving impressed,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,41870.055925925924,9u8D55VqYWZWdgTO0FxuYA,0,0.5657142857142856,0.6928571428571428,0.0,0.006993006993006993
9140,0,0,1dzKhvzPLQufhjf_pe9oZA,only gone during week lunch hour this medium sized sports food drink specials their wings pretty good definitely above average medium wings crispy just right amount sauce sauce itself more mild than however their definitely very dozen couple them came street tacos tuesdays come with crumbly cotija cheese cabbage creamy cilantro sauce chicken well seasoned were great very tasty shredded carnitas were very good couple them came steak seemed unseasoned just didnt taste very good burgers were just okay sliders barely size silver dollar both cases they seemed under seasoned pizza comes crispy crust underwhelming marinara sauce cheesei just didnt like definitely changed flavor when couple slices took back were reheated hours later service spotty will from friendly prompt almost existent depending there over place some really high only variety have this place when game,U8rHQ_Sg8A2m291Y7WEfIg,U8rHQ_Sg8A2m291Y7WEfIg,3,41203.23428240741,H0or19jTnvDTtl3l9oKE6Q,0,0.22096190476190475,0.5014285714285713,0.006993006993006993,0.013986013986013986
9143,0,1,P9dE_6HPJdck70FbQskauA,airport restaurants usually missbut this place simple deli style server cafe that serves burgers pizza salads sandwiches breakfast variety desserts myself california burger angus beef havarti cheese lettuce tomato onions first impression that definitely smaller than usual burgers served other restaurants guess that expected airport with that being said burger actually just right size very juicy full flavor also comes with hearty side fries airport priced well worth only thing like about this place that they offer fountain drinksonly bottled those cost each enjoy,DkIEhR8behaIoSexekWV0Q,DkIEhR8behaIoSexekWV0Q,4,42993.72038194445,6ieuChaMegprGYaOa99FNw,1,0.07576530612244899,0.39651360544217684,0.0,0.006993006993006993
9218,7,8,qe9O0MC7IlAXCakbSJR6xg,pizza goes have that lgos pizza just okay love love mean love pizza would every cold breakfast even pies have here definitely left something desired love toppings interesting flavours sill waiting that factor that makes want have this pizza again again love that they will halve specialty pizzas with qualm pies visit there pies need that list will back plus really want burgers wings least more trips near future will maybe more someone else chooses invite love chandelier dining area over long this place nice rustic feel with concrete rich dark wood tables larger tables bigger party most tables seat four youre window like crowds tight spots this place order your pizza grocery side there always people this itty bitty space menus near register when they should near doors there usually kind staff member need something should once especially love toying places love some pizzas,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,3,41263.88799768518,sB9W6Tbr1A-ERfUXwJxirQ,5,0.23856026785714282,0.5108816964285716,0.0,0.055944055944055944
9239,0,0,eNy9e5BhyTbHf2GxTYRfmw,love this place been every location probably times each moved arcadia started coming this location wings foccacias salads burgers pizza incredible usually start with some salsa guacamole which good bartenders always friendly only thing always dark this place wish they could more lighting like other locations,rOKEgdzmhzT99Ob_OmPE0Q,rOKEgdzmhzT99Ob_OmPE0Q,5,43332.75975694445,4RASyCC4LyP6ygP2Dts5FA,0,0.2722222222222222,0.5694444444444444,0.006993006993006993,0.006993006993006993
9371,6,12,F7igivwHbXG4m3x9xjTXkA,everyone loves well almost everyone star nuts favorite restaurants phoenix have pizza more like stars good great just their crust burgers decor service people watching awesome plus attached grocery store which great last night their green chili burger first time thought great beef delicious cooked order roasted green chili tasted great even though borderline sacrilege when gotta with their massive english muffins instead think could even better with melted american cheese shredded cheddar nice alternative slice side fries were awesome they give more than enough after dinner suggest over grocery store area delectable desserts tammie ooey gooey cupcakes myself parkings bitch understand great place check youll probably like,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,4,41213.28612268518,U7NLhaVfOJrHb9XLsZbJnQ,9,0.4613636363636363,0.6068181818181817,0.0,0.055944055944055944
9409,1,2,EP80YzIuCLLCVxqDsHA4SQ,lgolgolgooooooooo this place always amazing pizza always greatamazing burgers salads well grocery store attached next door great place pick your favorite drink tammie cupcake small gift also great breakfast easiest star reviews,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,5,41071.09408564815,fEYE5cSNHAwxMK_sBMnsDg,2,0.4083333333333334,0.6333333333333333,0.006993006993006993,0.055944055944055944
9533,1,2,3nB-K_SiF7JAe_zgopobPw,best pizza valley before head disclose that have bianco also pretty good burgers salads consistently great sangria pretty cool casual atmosphere youre feeling social they have face face seating both sides long community best conveniently located next best gelato arlecchino,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,4,39645.86954861111,kSkpoSOdr8RQW50aFfV6Hw,1,0.40277777777777785,0.5194444444444445,0.027972027972027972,0.055944055944055944
9539,0,1,na7UkSplMmJcQB_HawD0BQ,this good fried chicken ezekiels dont even care fried chicken that much general would past years fried chicken maybe times including time fried chicken doesnt excite even places like where definitely pretty decent fried chicken never desire whatsoever back with that saidthe fact that dont even like fried chicken that much generali unequivocally that ezekiels fried chicken best meals ever life literally plan like week ahead when going next fried chicken huge foodie love eating different sorts placesburgerspizzatacossteakbbqand like these other restaurants offering other good food phoenix dont even exist anymore dont know anyone eating here give this place less than stars they must have done much meth that they cant even taste straight anymore because chicken absolutely outstanding fact people give this place less than stars should rounded shipped hawaiian island molokai like they with people leprosy decades agoexcept colony will morons,RZWx7pIsINH6nVqW7ys9cg,RZWx7pIsINH6nVqW7ys9cg,5,43043.25113425926,HuahGMCEBW3PP19i0QPpRw,0,-0.07222222222222223,0.6041666666666665,0.0,0.0
9572,0,1,3nz1HeMH9LPd7ca1yHiFaA,opinion this establishment changed greatly last months visited about times last year every time things seem getting worse hard tell where real problem mainly because there many first think problem this place food food specials cheap quality every time difficult know what quality food will like used love their burgers late they have been really overcooked bland wings tend either overcooked oversauced thier pizzas just plain flavor second think staff pretty cordial especially when come time progresses they have tendency make feel rushed especially they busy sometimes like just have couple drinks watch game second stop drinking when should watch actually approached someone that think manager basically made feel though would need either keep drinking give table third agree with others when they that this place kind loud especially night during time usually pretty calm mainly because most days empty before happy hour brighter side drink here pretty cheap always expect heavy poor especially from certain bartenders monica always people pour nice stiff drink sometimes with only splash mixer dont waste your money ordering doubles that then some most your drinks tempe bars dime dozen just dont myself making this regular hang spot unless makes some serious improvements,U8rHQ_Sg8A2m291Y7WEfIg,U8rHQ_Sg8A2m291Y7WEfIg,1,41344.107986111114,3PWKmFIdpHPy0eiqTQ4kMg,0,0.07668219461697721,0.5593585762064024,0.006993006993006993,0.013986013986013986
9591,0,0,yC1UQytF09TG7QpGZxdJwA,this favorite restaurants time everything have tried delicious always order least full meals amazing pizza amazing burgers fries sauces from scratch would live here could,7cK9uEV09iPmsTqOqmY3kQ,7cK9uEV09iPmsTqOqmY3kQ,5,42184.966944444444,MEJoETSquhuu5qbNmxRyoQ,0,0.41233766233766234,0.75,0.013986013986013986,0.055944055944055944
