,Unnamed: 0,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
20580,159569,9261 E Via De Ventura,"{u'Alcohol': u'u'full_bar'', u'HasTV': u'True', u'RestaurantsAttire': u''casual'', u'WheelchairAccessible': u'True', u'BusinessAcceptsCreditCards': u'True', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'True', u'WiFi': u'u'free'', u'RestaurantsReservations': u'True', u'BusinessAcceptsBitcoin': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'False', u'HappyHour': u'True', u'GoodForDancing': u'False', u'DogsAllowed': u'False', u'RestaurantsTableService': u'True', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'True', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'CoatCheck': u'False', u'Smoking': u'u'outdoor'', u'DriveThru': u'False'}",a7joMiJLlwC_K1VjvcF7ZA,"American (Traditional), Sports Bars, Restaurants, Sandwiches, Nightlife, Burgers, Gastropubs, Bars",Scottsdale,"{u'Monday': u'11:0-2:0', u'Tuesday': u'11:0-2:0', u'Friday': u'11:0-2:0', u'Wednesday': u'11:0-2:0', u'Thursday': u'11:0-2:0', u'Sunday': u'9:0-0:0', u'Saturday': u'10:0-2:0'}",0,33.5530194,-111.8811376,Kimmyz Scottsdale Grill,85258.0,14,4.0,AZ
20623,159864,16 W Adams St,"{u'Alcohol': u'u'none'', u'HasTV': u'False', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u'u'casual'', u'BusinessAcceptsCreditCards': u'True', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'True', u'WiFi': u''no'', u'RestaurantsReservations': u'False', u'BusinessAcceptsBitcoin': u'False', u'BikeParking': u'True', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'RestaurantsTableService': u'False', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'1', u'RestaurantsDelivery': u'True', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}', u'WheelchairAccessible': u'True'}",45JwLE2ol0WozeHtzPToXg,"American (New), Event Planning & Services, Hot Dogs, Restaurants, Burgers, Caterers",Phoenix,"{u'Friday': u'10:30-15:0', u'Tuesday': u'10:30-15:0', u'Thursday': u'10:30-15:0', u'Wednesday': u'10:30-15:0', u'Monday': u'0:0-0:0'}",1,33.449487,-112.0742204,Detroit Coney Grill,85003.0,153,4.0,AZ
20648,160061,1021 W University Dr,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}', u'Alcohol': u''none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'BYOBCorkage': u''no'', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'RestaurantsTableService': u'True'}",Rj3wnYT1QAxpJlRT5mMc-g,"Burgers, Restaurants, Breakfast & Brunch, American (Traditional)",Tempe,"{u'Monday': u'7:0-14:0', u'Tuesday': u'7:0-14:0', u'Friday': u'7:0-14:0', u'Wednesday': u'7:0-14:0', u'Thursday': u'7:0-14:0', u'Sunday': u'7:0-14:0', u'Saturday': u'7:0-14:0'}",1,33.4215877,-111.9531486,Harlow's Cafe,85281.0,470,4.0,AZ
20673,160301,"1706 E Warner Rd, Ste 3","{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'RestaurantsGoodForGroups': u'True', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'True', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'Alcohol': u'u'full_bar''}",Uo9z9Mfiw-4QxbsXbDt7yA,"Burgers, Restaurants, Seafood",Tempe,"{u'Monday': u'11:0-22:0', u'Tuesday': u'11:0-22:0', u'Friday': u'11:0-0:0', u'Wednesday': u'11:0-22:0', u'Thursday': u'11:0-22:0', u'Sunday': u'11:0-22:0', u'Saturday': u'11:0-0:0'}",0,33.3345061,-111.9676661,Sign Of The Whale,85284.0,20,3.5,AZ
20687,160382,20210 N Cave Creek Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}', u'Alcohol': u''none'', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u''loud'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'OutdoorSeating': u'False', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'True', u'RestaurantsTableService': u'False'}",FztBiWmBNWv_BTQccYw-hA,"Restaurants, Food, Coffee & Tea, Fast Food, Burgers",Phoenix,"{u'Monday': u'5:0-0:0', u'Tuesday': u'5:0-0:0', u'Friday': u'5:0-1:0', u'Wednesday': u'5:0-0:0', u'Thursday': u'5:0-0:0', u'Sunday': u'5:0-0:0', u'Saturday': u'5:0-1:0'}",1,33.6700081604,-112.031686306,McDonald's,85024.0,33,2.5,AZ
20781,161092,7575 W Lower Buckeye,{u'RestaurantsDelivery': u'False'},oCwcUUkW2oEo7s6YsMkmcQ,"Food, Burgers, Fast Food, Restaurants, Coffee & Tea",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.4203917621,-112.223190665,McDonald's,85043.0,5,2.0,AZ
20851,161731,"22601 N 19th Ave, Ste 121","{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}', u'Alcohol': u''none'', u'Caters': u'True', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'False', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'DriveThru': u'False', u'RestaurantsTableService': u'False', u'RestaurantsDelivery': u'True', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'WheelchairAccessible': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",_MI20v3QRDrCVXgpzje-Ag,"Salad, Restaurants, Burgers, Sandwiches, Caterers, Breakfast & Brunch, Event Planning & Services",Phoenix,"{u'Friday': u'7:0-16:0', u'Tuesday': u'7:0-16:0', u'Thursday': u'7:0-16:0', u'Wednesday': u'7:0-16:0', u'Monday': u'0:0-0:0'}",1,33.6918459,-112.0991488,City Square Deli & Grill,85027.0,125,5.0,AZ
20891,162010,10428 E Jomax Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'True', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'Alcohol': u'u'full_bar''}",U99Zvi9LLv67TZ2z6ddsWQ,"Restaurants, Fast Food, Burgers, American (New), American (Traditional)",Scottsdale,"{u'Monday': u'11:0-21:0', u'Tuesday': u'11:0-21:0', u'Friday': u'11:0-22:0', u'Wednesday': u'11:0-21:0', u'Thursday': u'11:0-21:0', u'Sunday': u'12:0-21:0', u'Saturday': u'7:0-22:0'}",1,33.7268828,-111.8543179,Pinnacle Grille,85262.0,165,3.5,AZ
20908,162133,12002 N 32nd St,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",qLnFX5tyX6PUT9uW8z9t0g,"Burgers, Restaurants, Fast Food",Phoenix,"{u'Monday': u'6:0-23:0', u'Tuesday': u'6:0-23:0', u'Friday': u'6:0-23:0', u'Wednesday': u'6:0-23:0', u'Thursday': u'6:0-23:0', u'Sunday': u'7:0-23:0', u'Saturday': u'6:0-23:0'}",1,33.5950924,-112.0137067,Burger King,85028.0,12,2.0,AZ
20922,162238,"5000 Arizona Mills Cir, Ste 235, Arizona Mills","{u'RestaurantsTableService': u'True', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'Alcohol': u'u'none'', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",AOWP-Th_u8C3qLfOlaC0ng,"Burgers, Restaurants, Sandwiches, Fast Food, Diners, American (Traditional)",Tempe,"{u'Monday': u'10:0-21:0', u'Tuesday': u'10:0-21:0', u'Friday': u'10:0-21:0', u'Wednesday': u'10:0-21:0', u'Thursday': u'10:0-21:0', u'Sunday': u'11:0-18:0', u'Saturday': u'10:0-21:0'}",1,33.383544,-111.963796,Johnny Rockets,85282.0,73,3.0,AZ
20939,162376,7014-590 E Camelback Rd,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'Alcohol': u'u'none''}",SYa2j1boLF8DcGVOYfHPcA,"American (New), Food, Fast Food, Restaurants, Burgers",Scottsdale,"{u'Monday': u'11:0-22:0', u'Tuesday': u'11:0-22:0', u'Friday': u'11:0-22:0', u'Wednesday': u'11:0-22:0', u'Thursday': u'11:0-22:0', u'Sunday': u'11:0-19:0', u'Saturday': u'11:0-22:0'}",1,33.50406238,-111.929430642,Five Guys,85251.0,91,3.5,AZ
20949,162442,"4105 N 51st Ave, Ste 157","{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''loud'', u'WiFi': u''no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'False', u'Alcohol': u'u'full_bar''}",1kDS1homhHy0gr5N95oGzw,"Restaurants, Chicken Wings, Burgers, Bars, Sports Bars, Nightlife",Phoenix,"{u'Monday': u'10:0-2:0', u'Tuesday': u'10:0-2:0', u'Friday': u'10:0-2:0', u'Wednesday': u'10:0-2:0', u'Thursday': u'10:0-2:0', u'Sunday': u'10:0-2:0', u'Saturday': u'10:0-2:0'}",1,33.4953494795,-112.166159225,The Purple Turtle,85031.0,27,3.0,AZ
21031,163142,10652 N 32nd St,"{u'Alcohol': u''none'', u'HasTV': u'True', u'NoiseLevel': u'u'average'', u'RestaurantsAttire': u''casual'', u'BusinessAcceptsCreditCards': u'True', u'Ambience': u'{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}', u'RestaurantsGoodForGroups': u'True', u'Caters': u'True', u'WiFi': u'u'free'', u'RestaurantsReservations': u'True', u'BusinessAcceptsBitcoin': u'False', u'RestaurantsTableService': u'False', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'DriveThru': u'False', u'DogsAllowed': u'True', u'BikeParking': u'True', u'OutdoorSeating': u'True', u'RestaurantsPriceRange2': u'2', u'RestaurantsDelivery': u'False', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'WheelchairAccessible': u'True'}",SvlTuwslYKdqvqWtDe2dgA,"Event Planning & Services, Caterers, Salad, Restaurants, Burgers",Phoenix,"{u'Monday': u'11:0-20:0', u'Tuesday': u'11:0-20:0', u'Friday': u'11:0-21:0', u'Wednesday': u'11:0-20:0', u'Thursday': u'11:0-20:0', u'Sunday': u'11:0-20:0', u'Saturday': u'11:0-21:0'}",1,33.5839175,-112.0141794,Aioli Gourmet Burgers,85028.0,220,4.0,AZ
21032,163148,34850 N Valley Pkwy,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'Caters': u'False', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'True', u'Alcohol': u'u'none''}",oBWcHgBk7qVj33LUdQa-rg,"Restaurants, Fast Food, Burgers",Phoenix,"{u'Monday': u'10:30-1:0', u'Tuesday': u'10:30-1:0', u'Friday': u'10:30-1:30', u'Wednesday': u'10:30-1:0', u'Thursday': u'10:30-1:0', u'Sunday': u'10:30-1:0', u'Saturday': u'10:30-1:30'}",1,33.8004878024,-112.130006234,In-N-Out Burger,85086.0,127,4.0,AZ
21043,163216,9679 N Hayden Rd,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'RestaurantsGoodForGroups': u'True', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'False', u'Alcohol': u'u'none''}",LRtMYHzPuKMmHjy96VifBQ,"Burgers, Restaurants, Fast Food",Scottsdale,"{u'Monday': u'6:0-23:0', u'Tuesday': u'6:0-23:0', u'Friday': u'6:0-23:0', u'Wednesday': u'6:0-23:0', u'Thursday': u'6:0-23:0', u'Sunday': u'6:0-1:0', u'Saturday': u'6:0-1:0'}",0,33.5745213,-111.9053465,Burger King,85258.0,18,2.0,AZ
21048,163249,1301 E Northern Ave,"{u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}', u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'RestaurantsTableService': u'True', u'Caters': u'True', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'True', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'DriveThru': u'False', u'Alcohol': u'u'full_bar''}",VbuqVOVUT4HYXKI6B_S59A,"American (New), Burgers, Restaurants, Nightlife, Bars, Sandwiches",Phoenix,"{u'Monday': u'0:0-0:0', u'Tuesday': u'11:0-21:0', u'Friday': u'11:0-22:0', u'Wednesday': u'11:0-21:0', u'Thursday': u'11:0-21:0', u'Sunday': u'8:30-21:0', u'Saturday': u'8:30-22:0'}",0,33.5527984,-112.0542597,Thirteenorth Grille,85020.0,257,4.0,AZ
21052,163274,8001 E Indian School Rd,"{u'Alcohol': u''none'', u'Caters': u'False', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",JQLUWnceJyKuMDqV0HHRUg,"Restaurants, Burgers, Food, Fast Food, Coffee & Tea",Scottsdale,"{u'Monday': u'0:0-0:0', u'Tuesday': u'0:0-0:0', u'Friday': u'0:0-0:0', u'Wednesday': u'0:0-0:0', u'Thursday': u'0:0-0:0', u'Sunday': u'0:0-0:0', u'Saturday': u'0:0-0:0'}",1,33.4945375095,-111.908383816,McDonald's,85257.0,56,2.0,AZ
21071,163430,2011 S McClintock Dr,"{u'Alcohol': u'u'none'', u'HasTV': u'False', u'GoodForKids': u'True', u'NoiseLevel': u'u'average'', u'WiFi': u''free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",OuRmSRMJMgbKWkB0IcUveA,"Burgers, Fast Food, Restaurants",Tempe,"{u'Monday': u'9:0-23:0', u'Tuesday': u'9:0-23:0', u'Friday': u'9:0-23:0', u'Wednesday': u'9:0-23:0', u'Thursday': u'9:0-23:0', u'Sunday': u'10:0-22:0', u'Saturday': u'10:0-22:0'}",1,33.4070289,-111.9083269,Burger King,85282.0,23,2.0,AZ
21115,163716,7545 W Lower Buckeye Rd,"{u'Alcohol': u''none'', u'Caters': u'False', u'HasTV': u'True', u'GoodForKids': u'True', u'NoiseLevel': u''average'', u'WiFi': u''free'', u'RestaurantsAttire': u''casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'RestaurantsGoodForGroups': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}'}",WO4tA4U3XNYSxxrkJ6W9hQ,"Restaurants, Burgers, Hot Dogs",Phoenix,"{u'Monday': u'5:30-0:0', u'Tuesday': u'5:30-0:0', u'Friday': u'5:30-0:0', u'Wednesday': u'5:30-0:0', u'Thursday': u'5:30-0:0', u'Sunday': u'6:0-0:0', u'Saturday': u'5:30-0:0'}",1,33.4225043,-112.2228701,Burger King,85043.0,9,2.5,AZ
21134,163859,2707 E Broadway Rd,"{u'Alcohol': u'u'none'', u'Caters': u'True', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'False', u'NoiseLevel': u'u'quiet'', u'WiFi': u'u'no'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'False', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'1', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}', u'RestaurantsTakeOut': u'True', u'GoodForKids': u'True', u'BusinessParking': u'{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}'}",F_bksEGb8A9edatg_tBjbQ,"Restaurants, Mexican, Burgers",Phoenix,,1,33.4066455,-112.0236273,Mim's Burger & Mexican Food,85040.0,45,4.0,AZ
21156,164077,11500 N Hayden Rd,,dtW_ewHWypM5ZF3CqyUQmA,"Restaurants, American (Traditional), Burgers",Scottsdale,,1,33.5902239,-111.909305,Star Fire Golfclub,85260.0,3,4.5,AZ
21186,164309,717 E Glendale Ave,"{u'RestaurantsTakeOut': u'True', u'RestaurantsPriceRange2': u'1'}",osVODz4p1KPslQU4cuU1sg,"Restaurants, Burgers",Phoenix,,0,33.5380194,-112.0640735,Whataburger Restaurants,85020.0,3,4.0,AZ
21207,164492,201 S 4th St,"{u'GoodForMeal': u'{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}', u'BusinessParking': u'{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}', u'Caters': u'False', u'HasTV': u'True', u'RestaurantsGoodForGroups': u'True', u'NoiseLevel': u''average'', u'WiFi': u'u'free'', u'RestaurantsAttire': u'u'casual'', u'RestaurantsReservations': u'False', u'OutdoorSeating': u'True', u'BusinessAcceptsCreditCards': u'True', u'RestaurantsPriceRange2': u'2', u'BikeParking': u'True', u'RestaurantsDelivery': u'False', u'Ambience': u'{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}', u'RestaurantsTakeOut': u'False', u'GoodForKids': u'True', u'Alcohol': u'u'full_bar''}",-0WegMt6Cy966qlDKhu6jA,"Burgers, Restaurants, Barbeque, American (Traditional)",Phoenix,,1,33.4455954039,-112.068469534,Game Seven Grill,85034.0,100,2.0,AZ
